약국명,주소,전화번호
혜성약국,"서울특별시 서대문구 증가로20가길 89, 1층 (북가좌동)",02-373-1190
혜성약국,서울특별시 강서구 까치산로 43 (화곡동),02-2602-6126
혜원약국,서울특별시 광진구 면목로 173,02-469-3151
혜인약국,"서울특별시 노원구 노원로34길 92, (상계동)",02-939-0144
혜조약국,서울특별시 성북구 종암로21길 128 (종암동),02-922-5076
혜중약국,"서울특별시 동대문구 이문로 186, 1층 (이문동)",02-967-6692
혜화설약국,"서울특별시 종로구 성균관로 1, 1호 (명륜2가)",02-766-8273
혜화수약국,"서울특별시 종로구 창경궁로 234, 동화빌딩 103호 (명륜4가)",02-762-0045
혜화약국,"서울특별시 종로구 혜화로 8, (혜화동)",02-762-0373
호두온누리약국,"서울특별시 서초구 남부순환로 2449, 삼원빌딩 1층 (서초동)",02-522-5958
호랑이약국,"서울특별시 강동구 천호대로 1089, 지하1층 B19호 (천호동, 강동역 신동아 파밀리에)",02-484-6960
호림약국,서울특별시 광진구 동일로30길 28 (화양동),02-468-1027
호반약국,"서울특별시 은평구 통일로 767, 401동 225호 (대조동, 베르디움STAY1)",02-355-3183
호산나약국,서울특별시 마포구 창전로 60,02-718-7221
호산나약국,서울특별시 강남구 언주로 871 (신사동),02-543-6965
호수약국,"서울특별시 송파구 송파대로49길 52, A동 102호 (석촌동)",02-415-8852
호수약국,"서울특별시 종로구 삼봉로 57, 호수빌딩 지하1층 (수송동)",02-733-5300
호수온누리약국,"서울특별시 성북구 동소문로47길 12, 1층 (길음동)",02-988-8979
호약국,"서울특별시 서초구 서초대로 320, 하림인터내셔날빌딩 102호 (서초동)",02-588-1204
호약국,"서울특별시 중구 세종대로11길 27, 1층 (서소문동)",070-8633-8119
호원약국,서울특별시 송파구 송파대로45길 12 (석촌동),02-415-2726
호원약국,서울특별시 강남구 언주로108길 15  (역삼동),02-567-5534
호원엠약국,"서울특별시 강동구 성내로 66, 채원빌딩 (성내동)",02-488-1512
호정약국,"서울특별시 용산구 효창원로93길 9, 한빛빌딩 2층 201호 (효창동)",02-712-1276
호호약국,"서울특별시 관악구 남부순환로 1595, 1층 (신림동)",02-882-2633
호호약국,"서울특별시 성북구 동소문로 63, 드림트리빌딩 1층 (동소문동4가)",02-2039-1752
호호약국,서울특별시 은평구 서오릉로 139,02-358-1236
홀리데이약국,"서울특별시 성북구 종암로 123, 104호 (종암동)",02-927-0242
홈케어방배약국,"서울특별시 서초구 서초대로 24, 1층 (방배동)",02-585-7270
홈타운약국,"서울특별시 동대문구 장안벚꽃로 107, 2층 6호 (장안동, 현대홈타운제1상가동)",02-2213-9847
홍대365약국,"서울특별시 마포구 와우산로27길 43, 1층 (서교동)",02-3141-1084
홍대어울림약국,"서울특별시 마포구 어울마당로 128, 1층 (서교동)",02-332-9233
홍대참신한약국,"서울특별시 마포구 어울마당로 62, 1층 (서교동)",02-6368-5799
홍릉종로약국,"서울특별시 동대문구 홍릉로 59, 1층 (청량리동)",02-968-9988
홍삼약국,서울특별시 양천구 중앙로 253 (신정동),02-2698-1324
홍성백약국,"서울특별시 중랑구 중랑역로 150, (묵동)",02-973-5485
홍시약국,"서울특별시 서대문구 통일로 468, 1층 (홍제동)",02-391-1220
홍신약국,"서울특별시 중구 남대문로9길 40, 센터플레이스(Center Place) 108-1호 (다동)",02-776-5117
홍약국,"서울특별시 중랑구 면목로 310, 3층 (면목동)",02-432-7709
홍약국,"서울특별시 은평구 연서로 246, 203호 (불광동)",02-382-5435
홍약국,서울특별시 동대문구 답십리로48가길 46 (답십리동),02-2212-7582
홍연약국,서울특별시 서대문구 홍연길 87 (연희동),02-337-0555
홍은약국,"서울특별시 서대문구 가좌로 65, 1층 102호 (홍은동, 서강주상복합아파트)",02-309-2817
홍익약국,"서울특별시 마포구 양화로18길 7, 1층 (동교동)",02-337-5414
홍익플라자약국,"서울특별시 마포구 양화로 192, 1층 102호 (동교동)",02-336-2269
홍익후문약국,"서울특별시 양천구 목동중앙서로2길 9, 1층 (목동)",02-2654-0624
홍인약국,"서울특별시 서대문구 통일로34길 48, 216호 (홍제동)",02-379-4655
홍일태평양약국,"서울특별시 양천구 목동로 229, 1층 (신정동)",02-2692-0422
홍제약국,서울특별시 서대문구 통일로 440 (홍제동),02-396-1136
홍제우리약국,서울특별시 서대문구 세무서길 12(홍제동),02-720-3373
홍제제일약국,"서울특별시 서대문구 통일로 425, 1층 (홍제동)",02-379-0345
홍제태양약국,"서울특별시 서대문구 통일로 450, 1층 (홍제동)",02-391-0808
홍제튼튼약국,"서울특별시 서대문구 세무서길 8, 1층 2호 (홍제동)",027250266
홍주약국,"서울특별시 용산구 이촌로 206, 3층 (이촌동, 국민은행PB센터)",02-793-5572
화곡기쁨약국,"서울특별시 강서구 화곡로 157, 1층 (화곡동)",02-2606-5959
화곡메디칼약국,서울특별시 강서구 가로공원로76길 56,02-2605-4155
화곡명문약국,서울특별시 강서구 화곡로 176-4  (화곡동),02-2604-4533
화곡부성약국,"서울특별시 강서구 곰달래로 223, 화곡동상가 104호 (화곡동)",02-722-7585
화곡서울약국,"서울특별시 강서구 강서로 254  (화곡동, 우장산아이파크이편한세상)",02-2692-3800
화곡태평양약국,"서울특별시 강서구 강서로 205, (화곡동)",02-2693-1044
화랑대약국,서울특별시 노원구 노원로1길 67  (공릉동),02-3296-1533
화랑온누리약국,"서울특별시 영등포구 신길로 42, 1층 (신길동)",02-849-8474
화랑온누리약국,서울특별시 노원구 공릉로 150 (공릉동) 1층,02-975-4151
화생약국,"서울특별시 성동구 행당로 1, 103호 (금호동1가)",02-2293-4858
화성약국,서울특별시 성북구 오패산로 73 (하월곡동),02-913-8936
화양백화점약국,"서울특별시 광진구 광나루로 351, 1층 (군자동)",02-462-0095
화양종로약국,"서울특별시 광진구 군자로 73, 1층 (군자동)",02-463-0380
화원약국,"서울특별시 강북구 삼양로 469, 1층 (수유동)",02-993-5103
화인굿모닝약국,"서울특별시 서대문구 통일로 413, 2층 205호 (홍제동)",02-396-1333
화인약국,"서울특별시 강남구 강남대로 372, 5층일부 (역삼동)",02-501-7712
화인약국,"서울특별시 강동구 양재대로 1579, 2층 (천호동, 한영빌딩)",02-429-6520
화인약국,"서울특별시 송파구 중대로 80 (문정동, 롯데마트 3층)",02-449-0895
화인온누리약국,"서울특별시 성북구 종암로 167, 4층 404-1호 (하월곡동, 동일하이빌뉴시티)",02-941-3802
화인팜약국,"서울특별시 노원구 중계로 160, 204호 (중계동, 화인상가)",02-971-3008
화일온누리약국,"서울특별시 영등포구 도신로64길 10, 1층 (신길동)",02-842-6681
화창한약국,"서울특별시 강서구 공항대로41길 65, 132호 (등촌동, 그랜드상가)",02-3661-1076
화천약국,서울특별시 동작구 동작대로25길 6 (사당동),02-593-8540
화평약국,"서울특별시 강서구 곰달래로 252 (화곡동, 웰피아)",02-2647-9126
환승센터약국,"서울특별시 송파구 잠실로 지하 156, 잠실광역환승센터 지하1층 101호 (신천동)",02-424-2365
환승약국,"서울특별시 서초구 강남대로 221, 107호 (양재동, 양재역환승주차장)",02-571-5622
활기찬약국,"서울특별시 노원구 한글비석로 359, 의암빌딩 (중계동)",02-933-3373
활기찬약국,"서울특별시 중랑구 동일로 887, 삼삼메디컬빌딩 (묵동)",02-973-8279
활명당약국,"서울특별시 서대문구 통일로 145-1, (냉천동)",02-363-2606
황금당약국,서울특별시 구로구 디지털로32길 79,02-861-7585
황약국,"서울특별시 금천구 시흥대로 190, 새마빌딩 1층 (시흥동)",02-807-9977
황약국,"서울특별시 중랑구 망우로 402, 1층 (망우동)",02-435-3233
황제약국,"서울특별시 송파구 백제고분로 381, 우성빌딩 (송파동)",02-421-4170
회생약국,"서울특별시 성북구 지봉로20길 57, (보문동5가)",02-923-0288
회현약국,"서울특별시 중구 퇴계로 36, 삼선빌딩 302호 (남창동)",02-3789-6399
효민프라자약국,"서울특별시 성동구 마조로 64, 1층 (마장동)",02-2281-1474
효성약국,"서울특별시 강동구 고덕로 262, 고덕역 효성해링턴 타워 더퍼스트 1층 113호 (명일동)",02-422-5275
효성약국,서울특별시 종로구 창신길 95 (창신동),02-763-4386
효성약국,"서울특별시 동작구 상도로 181 (상도동, 효성약국)",02-813-0467
효성약국,"서울특별시 마포구 성미산로 91, (성산동)",02-336-1680
효심당한약국,서울특별시 관악구 남부순환로 1901 (봉천동),02-875-7500
효약국,"서울특별시 강동구 천호대로 1099, 정산타워빌딩 1층 101호 (천호동)",02-775-3065
효제메디컬약국,서울특별시 은평구 서오릉로 204,02-389-3844
효제약국,서울특별시 서대문구 세검정로 32,02-391-7615
효창약국,"서울특별시 용산구 백범로 259, 지층(효창동)",02-2611-2789
후문약국,"서울특별시 성동구 마조로 22-3, (행당동)",02-2299-7800
후문약국,서울특별시 노원구 공릉로59나길 64 (하계동),02-971-0241
후문약국,"서울특별시 동대문구 왕산로45길 8, 1층 (청량리동)",02-968-1011
후문약국,"서울특별시 도봉구 도봉로109길 58, (쌍문동)",02-995-8588
후문약국,서울특별시 구로구 가마산로 222 (구로동),02-851-2811
후문한일약국,"서울특별시 도봉구 노해로40길 72 (쌍문동, 쌍문한양아파트)",02-999-9101
후생약국,서울특별시 노원구 동일로227길 26,02-934-4861
후생약국,서울특별시 영등포구 국제금융로 78,02-783-1144
후생약국,서울특별시 송파구 마천로45길 15 (마천동),02-400-0614
훼미리약국,"서울특별시 구로구 고척로 139, (고척동)",02-2683-3785
훼미리약국,"서울특별시 송파구 중대로 68 (문정동, 훼미리샤르망 106호)",02-400-2112
휴베이스 국제약국,서울특별시 중랑구 신내로 71 (신내동),02-3423-0828
휴베이스 동아약국,"서울특별시 관악구 봉천로 576, 1층 106호 (봉천동, 동아타운아파트)",02-6949-5732
휴베이스 자양하나약국,서울특별시 광진구 자양로9길 77,070-4400-6206
휴베이스다나약국,"서울특별시 동대문구 고미술로 81, 210호 (답십리동)",02-412-1003
휴베이스다정약국,"서울특별시 관악구 남부순환로 1944, 1층 (봉천동)",02-878-0222
휴베이스대학약국,"서울특별시 관악구 남부순환로 1603, 101호 (신림동)",02-888-7744
휴베이스미소약국,"서울특별시 영등포구 선유서로 117, 1층 102호 (양평동3가)",02-2677-0360
휴베이스봄약국,"서울특별시 강동구 성안로 163, 102호 (천호동)",02-2138-0516
휴베이스봄약국,"서울특별시 서초구 서초대로73길 9, 타임빌딩 1층 (서초동)",02-595-4008
휴베이스비타민약국,서울특별시 강서구 가로공원로76길 51 (화곡동),02-2607-6007
휴베이스수강약국,"서울특별시 영등포구 디지털로 343, 1층 (대림동)",02-832-5525
휴베이스웃는약국,"서울특별시 강남구 봉은사로 220, 1층 (역삼동)",02-558-4907
휴베이스원약국,"서울특별시 서초구 반포대로 291, 1층 137호 (반포동)",02-3482-4799
휴베이스정성약국,"서울특별시 금천구 독산로 233, 102동 101호 (독산동, 서래타운)",02-6264-0715
휴베이스하이약국,"서울특별시 중구 명동9가길 14, 메트로호텔 1층 (을지로2가)",070-7778-8275
휴베이스하이약국,"서울특별시 중구 명동9가길 14, 메트로호텔 1층 (을지로2가)",070-7798-8275
흥명약국,서울특별시 동대문구 고산자로30길 56 (용두동),02-963-0617
흥부약국,"서울특별시 구로구 고척로 134-1, 1층 (개봉동)",02-862-6804
흥부약국,서울특별시 강서구 공항대로 437,02-3663-1972
희경약국,"서울특별시 동작구 상도로 99, 1층 (상도동)",02-813-0716
희구약국,"서울특별시 중구 남대문시장4길 37, (남창동)",02-752-0229
희래약국,서울특별시 은평구 서오릉로18길 6-17,02-355-9200
희망약국,"서울특별시 도봉구 해등로16길 26, 104호 (창동, 타임프라자)",02-903-7511
희망약국,"서울특별시 성동구 고산자로 255, 1층 (도선동)",02-2299-8282
희망약국,서울특별시 서대문구 증가로 122,02-308-8038
희망약국,서울특별시 종로구 율곡로 204 (연건동),02-747-1139
희망약국,"서울특별시 서초구 신반포로 205, 404호 (잠원동)",02-591-4251
희망약국,"서울특별시 강남구 일원로 95, 신영프라자 111호 (일원동)",02-2226-2256
희망약국,"서울특별시 노원구 동일로230가길 15, 103호 (상계동, 우방아파트상가)",02-939-9831
희망약국,"서울특별시 은평구 서오릉로 138, 1층 (대조동)",02-355-9947
희망약국,"서울특별시 동대문구 답십리로67길 2, 1층 4호 (장안동)",02-3394-9914
희망약국,서울특별시 중랑구 망우로 403  (망우동),02-433-0429
희망약국,서울특별시 성북구 장위로 57 (장위동),02-942-5138
희망약국,"서울특별시 송파구 송이로 150, 재경빌딩 (가락동)",02-430-3743
희망약국,"서울특별시 관악구 쑥고개로 53, 1층 (봉천동)",02-874-9488
희망찬약국,"서울특별시 강서구 강서로 43-17, B104호(화곡동,오거닉스타워)",02-2606-8287
희병약국,서울특별시 강남구 봉은사로43길 8  (논현동),02-545-0429
희영온누리약국,서울특별시 강남구 봉은사로 471 (삼성동),02-547-1950
희정약국,"서울특별시 도봉구 마들로 859-19  (도봉동, 도봉한신아파트)",02-956-3300
힐링약국,"서울특별시 종로구 종로5길 13, 삼공빌딩 지하1층 (청진동)",02-723-6593
힐링약국,서울특별시 송파구 오금로36길 4-17 (가락동) ,02-407-9933
힐링약국,"서울특별시 용산구 신흥로 53, 1층 (용산동2가)",02-797-1175
